id,timestamp,latitude,longitude,type,description,reporter_name,latitude_original,longitude_original,street_name_raw,street_name_normalized,location_status,location_precision,geocode_source,coordinate_adjustment_m,location_review_reason,is_mappable
11,2026-07-05 00:30:00,-6.9465897,107.5920295,Begal,"Adik gue kena begal di Jl. Kopo pas pulang kerja shift malem. Motornya ilang, muka kena pukulan. Ini darurat Bandung! Kapan amannya??",social_media_instagram,-6.947,107.586,kopo,Jl. Kopo,street_reference,road_reference,osm_nominatim_reference,667.1,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
12,2026-07-04 02:00:00,-6.9421206,107.5961405,Geng Motor,BREAKING: Geng motor serang pos ronda di Jl. Leuwi Panjang Bandung. 3 warga luka-luka. Pelaku kabur ke arah Soreang. Polisi sudah turun.,social_media_x,-6.944,107.598,leuwi panjang,Jl. Leuwi Panjang,street_reference,road_reference,osm_nominatim_reference,292.9,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
13,2026-07-03 22:00:00,-6.9199177,107.5968006,Begal,"Daerah Jl. Sudirman Bandung ternyata rawan begal juga ya. Temen kantor gue baru aja kena, motor Beat-nya diambil. Kejadian jam 10 malem.",social_media_instagram,-6.917,107.608,sudirman,Jl. Sudirman,street_reference,road_reference,osm_nominatim_reference,1278.1,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
14,2026-07-02 23:30:00,-6.8683741,107.5450805,Geng Motor,Warga Cimahi hati-hati! Geng motor sering nongkrong di Jl. Encep Kartawiria malem-malem. Kemarin mereka chase pengendara motor yang lewat sendirian.,social_media_x,-6.878,107.55,encep kartawiria,Jl. Encep Kartawiria,street_reference,road_reference,osm_nominatim_reference,1200.3,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
15,2026-07-01 22:45:00,-6.9490368,107.6343674,Begal,Tadi malem hampir kena begal di Jl. Buah Batu. Ada 2 motor boncengan yang ngejar-ngejar gue. Untung bisa belok ke gang dan minta tolong warga.,social_media_instagram,-6.94,107.631,buah batu,Jl. Buah Batu,street_reference,road_reference,osm_nominatim_reference,1071.4,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
16,2026-06-30 02:15:00,-6.9203363,107.6210754,Geng Motor,Video viral geng motor rusuh di Jl. Ahmad Yani Bandung. Mereka bakar ban di tengah jalan dan halangi kendaraan lewat. Ini terjadi jam 2 pagi.,social_media_x,-6.91,107.616,ahmad yani,Jl. Ahmad Yani,street_reference,road_reference,osm_nominatim_reference,1278.6,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
17,2026-06-29 01:00:00,-6.8797999,107.5985077,Begal,Begal sadis di Jl. Setiabudi Bandung! Korban ditusuk karena melawan saat motornya mau dirampas. Sekarang dirawat di RS. Mohon doanya,social_media_instagram,-6.865,107.603,setiabudi,Jl. Setiabudi,street_reference,road_reference,osm_nominatim_reference,1718.8,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
18,2026-06-28 22:30:00,-6.894,107.604,Geng Motor,"Lapor nih, geng motor sweeping di Jl. Cihampelas malem minggu. Motor-motor kenceng ngebut sambil bawa-bawa senjata. Tolong ditindak dong!",social_media_x,-6.894,107.604,cihampelas,Jl. Cihampelas,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
19,2026-06-27 00:10:00,-6.8727571,107.6050204,Begal,INFO: Percobaan begal di Jl. Ciumbuleuit sekitar jam 12 malem. Pelaku gagal karena korban teriak dan warga langsung keluar. Tetap waspada!,social_media_instagram,-6.871,107.604,ciumbuleuit,Jl. Ciumbuleuit,street_reference,road_reference,osm_nominatim_reference,225.5,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
20,2026-06-26 01:30:00,-6.9585619,107.6128452,Geng Motor,Geng motor bikin macet di Jl. Moh. Toha Bandung. Konvoi belasan motor ngebut zig-zag dan trotoar. Ada warga yang kena tabrak. Parah!,social_media_x,-6.938,107.605,moh toha,Jl. Moh. Toha,street_reference,road_reference,osm_nominatim_reference,2444.9,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
21,2026-07-12 06:00:00,-6.9219347,107.5746515,Begal,"Begal Beraksi di Jl. Soekarno Hatta Bandung, Dua Korban Luka. Dua orang pengendara motor menjadi korban begal di Jl. Soekarno Hatta, Kota Bandung, Sabtu (12/7/2026) dini hari. Pelaku yang berjumlah tiga orang menghadang korban menggunakan senjata tajam. Motor korban berhasil dirampas sebelum pelaku melarikan diri ke arah Cibaduyut.",news_Pikiran Rakyat,-6.9346,107.6329,soekarno hatta,Jl. Soekarno Hatta,street_reference,road_reference,osm_nominatim_reference,6582.1,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
22,2026-07-10 08:30:00,-6.9219,107.61,Geng Motor,"Geng Motor Resahkan Warga Jl. Asia Afrika, Polisi Tingkatkan Patroli. Aksi geng motor kembali meresahkan warga di kawasan Jl. Asia Afrika, Bandung. Kelompok yang terdiri dari belasan pemuda ini kerap melakukan sweeping terhadap pengendara yang melintas pada dini hari. Polresta Bandung menyatakan akan meningkatkan patroli malam di kawasan tersebut.",news_Tribun Jabar,-6.9219,107.61,asia afrika,Jl. Asia Afrika,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
23,2026-07-08 10:00:00,-6.9003834,107.597989,Begal,"Pelaku Begal di Jl. Pasteur Ditangkap, Ternyata Residivis. Satreskrim Polrestabes Bandung berhasil menangkap pelaku begal yang beraksi di Jl. Pasteur. Tersangka berinisial RA (23) ternyata merupakan residivis yang baru bebas dari penjara 2 bulan lalu. Barang bukti berupa celurit dan motor curian diamankan.",news_Detik Jabar,-6.8936,107.5945,pasteur,Jl. Pasteur,street_reference,road_reference,osm_nominatim_reference,846.9,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
24,2026-07-06 07:15:00,-6.932533,107.6443319,Geng Motor,"Konvoi Geng Motor di Jl. Gatot Subroto Berujung Bentrok dengan Warga. Konvoi geng motor di Jl. Gatot Subroto, Kota Bandung, berujung bentrok dengan warga setempat pada Minggu (6/7/2026) dini hari. Kelompok geng motor yang berjumlah sekitar 30 orang melakukan aksi kekerasan terhadap pengendara yang melintas. Warga yang terpancing kemudian melakukan perlawanan.",news_Pikiran Rakyat,-6.92,107.634,gatot subroto,Jl. Gatot Subroto,street_reference,road_reference,osm_nominatim_reference,1800.8,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
25,2026-07-04 09:00:00,-6.885,107.614,Begal,"Mahasiswa Jadi Korban Begal di Jl. Dago Bandung. Seorang mahasiswa menjadi korban begal di Jl. Dago, Kota Bandung. Korban yang tengah pulang dari kampus pada pukul 23.00 WIB dirampas motor dan barang bawaannya oleh dua pelaku bersenjata tajam. Korban mengalami luka sayat di lengan kanan.",news_Tribun Jabar,-6.885,107.614,dago,Jl. Dago,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
26,2026-07-02 06:45:00,-6.9018548,107.5637941,Geng Motor,"Geng Motor Serang Warga di Jl. Amir Machmud Cimahi, 4 Orang Terluka. Aksi brutal geng motor terjadi di Jl. Amir Machmud, Kota Cimahi. Empat warga mengalami luka-luka setelah diserang sekelompok geng motor yang melintas. Para pelaku menggunakan senjata tajam dan batu untuk menyerang korban secara membabi buta.",news_Detik Jabar,-6.884,107.542,amir machmud,Jl. Amir Machmud,street_reference,road_reference,osm_nominatim_reference,3119.3,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
27,2026-06-30 07:00:00,-6.9490368,107.6343674,Begal,"Aksi Begal Sadis di Jl. Buah Batu, Korban Dianiaya Pelaku. Seorang warga menjadi korban begal sadis di Jl. Buah Batu, Kota Bandung. Selain merampas motor korban, pelaku juga menganiaya korban hingga babak belur. Kejadian terjadi pada Selasa (30/6/2026) sekitar pukul 01.00 WIB.",news_Pikiran Rakyat,-6.94,107.631,buah batu,Jl. Buah Batu,street_reference,road_reference,osm_nominatim_reference,1071.4,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
28,2026-06-28 08:00:00,-6.931,107.712,Geng Motor,Polisi Bubarkan Konvoi Geng Motor di Jl. Cibiru. Satlantas Polrestabes Bandung berhasil membubarkan konvoi geng motor di Jl. Cibiru menuju Cileunyi. Sebanyak 15 motor diamankan dan 8 pemuda diamankan untuk pembinaan. Aksi konvoi ini kerap terjadi pada akhir pekan dan meresahkan warga sekitar.,news_Tribun Jabar,-6.931,107.712,cibiru,Jl. Cibiru,area_only,area,street_reference,,Cibiru adalah area; laporan harus menyebut ruas jalan atau koordinat manual.,False
29,2026-06-26 09:30:00,-6.8797999,107.5985077,Begal,"Begal Bersenjata Tajam Incar Pengendara di Jl. Setiabudi. Kawasan Jl. Setiabudi Bandung menjadi lokasi rawan begal. Dalam sepekan terakhir, tercatat tiga kasus begal yang menimpa pengendara motor pada jam-jam rawan yaitu pukul 22.00 hingga 03.00 WIB. Pelaku umumnya berjumlah 2-3 orang dan membawa senjata tajam.",news_Detik Jabar,-6.865,107.603,setiabudi,Jl. Setiabudi,street_reference,road_reference,osm_nominatim_reference,1718.8,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
30,2026-06-25 06:30:00,-6.9585619,107.6128452,Geng Motor,"Geng Motor Bakar Ban di Jl. Moh. Toha, Lalu Lintas Lumpuh. Aksi geng motor membakar ban bekas di tengah Jl. Moh. Toha, Bandung membuat lalu lintas lumpuh pada Kamis (25/6/2026) dini hari. Selain membakar ban, kelompok ini juga merusak fasilitas umum dan mengancam warga yang berusaha melintas.",news_Pikiran Rakyat,-6.938,107.605,moh toha,Jl. Moh. Toha,street_reference,road_reference,osm_nominatim_reference,2444.9,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
31,2026-07-15 22:30:00,-6.9219347,107.5746515,Begal,"Hati-hati guys! Tadi malem ada begal di Jl. Soekarno Hatta deket flyover Kopo. Motor temen gue dirampas, pelaku bawa celurit. Stay safe Bandung! #bandung #begal",social_media_instagram,-6.9346,107.6329,soekarno hatta,Jl. Soekarno Hatta,street_reference,road_reference,osm_nominatim_reference,6582.1,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
32,2026-07-14 01:15:00,-6.9219,107.61,Geng Motor,"Baru aja liat geng motor sweeping di Jl. Asia Afrika jam 1 malem. Serem banget, mereka bawa senjata tajam dan naik sekitar 20 motor. Warga pada takut keluar rumah.",social_media_x,-6.9219,107.61,asia afrika,Jl. Asia Afrika,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
33,2026-07-13 23:45:00,-6.9003834,107.597989,Begal,INFO PENTING! Kakak saya jadi korban begal di Jl. Pasteur depan RS Hasan Sadikin. Motornya diambil paksa sama 3 orang. Udah lapor polisi. Tolong bantu share!,social_media_instagram,-6.8936,107.5945,pasteur,Jl. Pasteur,street_reference,road_reference,osm_nominatim_reference,846.9,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
34,2026-07-12 02:30:00,-6.931,107.712,Geng Motor,Geng motor konvoi lagi di Jl. Cibiru arah Cileunyi. Mereka rusak kaca spion mobil yang parkir di pinggir jalan. Polisi mana?? @ridaborBDG,social_media_x,-6.931,107.712,cibiru,Jl. Cibiru,area_only,area,street_reference,,Cibiru adalah area; laporan harus menyebut ruas jalan atau koordinat manual.,False
35,2026-07-11 23:00:00,-6.885,107.614,Begal,"Waspada! Ada pelaku begal yang nyamar jadi ojol di Jl. Dago. Korbannya mahasiswa, HP dan dompet diambil. Kejadiannya sekitar jam 11 malem.",social_media_instagram,-6.885,107.614,dago,Jl. Dago,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
36,2026-07-10 00:45:00,-6.932533,107.6443319,Geng Motor,Lagi-lagi geng motor bikin onar di Jl. Gatot Subroto Bandung. Warga yang lewat kena lemparan batu. Ini udah yang ke-3 kali bulan ini!,social_media_x,-6.92,107.634,gatot subroto,Jl. Gatot Subroto,street_reference,road_reference,osm_nominatim_reference,1800.8,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
37,2026-07-09 21:30:00,-6.9018548,107.5637941,Begal,Semalam ada percobaan begal di Jl. Amir Machmud Cimahi. Untung korban bisa kabur karena ada warga yang teriak. Hati-hati yang sering lewat situ malem-malem.,social_media_instagram,-6.884,107.542,amir machmud,Jl. Amir Machmud,street_reference,road_reference,osm_nominatim_reference,3119.3,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
38,2026-07-08 01:00:00,-6.9219347,107.5746515,Geng Motor,"Thread Kronologi geng motor serang warga di Jl. Soekarno Hatta dekat Batununggal. Mereka datang dari arah Buah Batu, bawa golok dan rantai.",social_media_x,-6.9346,107.6329,soekarno hatta,Jl. Soekarno Hatta,street_reference,road_reference,osm_nominatim_reference,6582.1,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
39,2026-07-07 03:15:00,-6.8924893,107.5847536,Begal,Begal motor terjadi lagi di Jl. Terusan Pasteur dini hari tadi. 2 pelaku menggunakan motor tanpa plat dan membawa sajam. Korban luka di tangan. #WaspadaBegal,social_media_instagram,-6.8936,107.5945,terusan pasteur,Jl. Terusan Pasteur,street_reference,road_reference,osm_nominatim_reference,1083.0,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
40,2026-07-06 23:50:00,-6.9162422,107.5881426,Geng Motor,Ngeriii! Konvoi geng motor di Jl. Rajawali Bandung malam tadi. Mereka hajar pengendara yang gak mau minggir. Ada yang kena pukul pake tongkat bisbol.,social_media_x,-6.914,107.602,rajawali,Jl. Rajawali,street_reference,road_reference,osm_nominatim_reference,1549.8,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
41,2026-07-05 00:30:00,-6.9465897,107.5920295,Begal,"Adik gue kena begal di Jl. Kopo pas pulang kerja shift malem. Motornya ilang, muka kena pukulan. Ini darurat Bandung! Kapan amannya??",social_media_instagram,-6.947,107.586,kopo,Jl. Kopo,street_reference,road_reference,osm_nominatim_reference,667.1,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
42,2026-07-04 02:00:00,-6.9421206,107.5961405,Geng Motor,BREAKING: Geng motor serang pos ronda di Jl. Leuwi Panjang Bandung. 3 warga luka-luka. Pelaku kabur ke arah Soreang. Polisi sudah turun.,social_media_x,-6.944,107.598,leuwi panjang,Jl. Leuwi Panjang,street_reference,road_reference,osm_nominatim_reference,292.9,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
43,2026-07-03 22:00:00,-6.9199177,107.5968006,Begal,"Daerah Jl. Sudirman Bandung ternyata rawan begal juga ya. Temen kantor gue baru aja kena, motor Beat-nya diambil. Kejadian jam 10 malem.",social_media_instagram,-6.917,107.608,sudirman,Jl. Sudirman,street_reference,road_reference,osm_nominatim_reference,1278.1,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
44,2026-07-02 23:30:00,-6.8683741,107.5450805,Geng Motor,Warga Cimahi hati-hati! Geng motor sering nongkrong di Jl. Encep Kartawiria malem-malem. Kemarin mereka chase pengendara motor yang lewat sendirian.,social_media_x,-6.878,107.55,encep kartawiria,Jl. Encep Kartawiria,street_reference,road_reference,osm_nominatim_reference,1200.3,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
45,2026-07-01 22:45:00,-6.9490368,107.6343674,Begal,Tadi malem hampir kena begal di Jl. Buah Batu. Ada 2 motor boncengan yang ngejar-ngejar gue. Untung bisa belok ke gang dan minta tolong warga.,social_media_instagram,-6.94,107.631,buah batu,Jl. Buah Batu,street_reference,road_reference,osm_nominatim_reference,1071.4,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
46,2026-06-30 02:15:00,-6.9203363,107.6210754,Geng Motor,Video viral geng motor rusuh di Jl. Ahmad Yani Bandung. Mereka bakar ban di tengah jalan dan halangi kendaraan lewat. Ini terjadi jam 2 pagi.,social_media_x,-6.91,107.616,ahmad yani,Jl. Ahmad Yani,street_reference,road_reference,osm_nominatim_reference,1278.6,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
47,2026-06-29 01:00:00,-6.8797999,107.5985077,Begal,Begal sadis di Jl. Setiabudi Bandung! Korban ditusuk karena melawan saat motornya mau dirampas. Sekarang dirawat di RS. Mohon doanya,social_media_instagram,-6.865,107.603,setiabudi,Jl. Setiabudi,street_reference,road_reference,osm_nominatim_reference,1718.8,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
48,2026-06-28 22:30:00,-6.894,107.604,Geng Motor,"Lapor nih, geng motor sweeping di Jl. Cihampelas malem minggu. Motor-motor kenceng ngebut sambil bawa-bawa senjata. Tolong ditindak dong!",social_media_x,-6.894,107.604,cihampelas,Jl. Cihampelas,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
49,2026-06-27 00:10:00,-6.8727571,107.6050204,Begal,INFO: Percobaan begal di Jl. Ciumbuleuit sekitar jam 12 malem. Pelaku gagal karena korban teriak dan warga langsung keluar. Tetap waspada!,social_media_instagram,-6.871,107.604,ciumbuleuit,Jl. Ciumbuleuit,street_reference,road_reference,osm_nominatim_reference,225.5,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
50,2026-06-26 01:30:00,-6.9585619,107.6128452,Geng Motor,Geng motor bikin macet di Jl. Moh. Toha Bandung. Konvoi belasan motor ngebut zig-zag dan trotoar. Ada warga yang kena tabrak. Parah!,social_media_x,-6.938,107.605,moh toha,Jl. Moh. Toha,street_reference,road_reference,osm_nominatim_reference,2444.9,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
51,2026-07-19 14:49:03,-6.885,107.614,Begal,"Begal Marak di Bandung, Warga Dago hingga Ojol Dilanda Gelisah.",news_Detik,-6.885,107.614,,,unverified_text,none,strict_text_extractor,,Narasi tidak menyebut ruas jalan yang dapat diverifikasi.,False
52,2026-07-19 14:49:05,-6.9465897,107.5920295,Begal,"Begal Bersajam di Flyover Kopo Bandung, Korban Dibacok dan Motor DirampasRegional14 Juli 2026Aksi begal terjadi di Flyover Kopo Bandung, korban dibacok dan motornya dirampas. Polisi bekuk pelaku dan tingkatkan keamanan lokasi..",news_Kompas,-6.947,107.586,flyover kopo,Jl. Kopo,street_reference,road_reference,osm_nominatim_reference,667.1,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
53,2026-07-19 14:49:05,-6.9465897,107.5920295,Begal,"Begal Bersajam di Flyover Kopo Bandung, Korban Dibacok dan Motor Dirampas.",news_Kompas,-6.947,107.586,flyover kopo,Jl. Kopo,street_reference,road_reference,osm_nominatim_reference,667.1,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
54,2026-07-19 14:49:09,-6.9376192,107.6061957,Begal,"""Saya Sudah 100 Persen Yakin Ini Kejahatan"", Pria di Bandung Kehilangan Motor, Pelaku Ngaku Debt CollectorRegional15 Juli 2026Seorang pria jadi korban begal modus debt collector di Jalan BKR Bandung, kehilangan motor Berkat laporan, polisi Regol bekuk 3 pelaku..",news_Kompas,-6.9376192,107.6061957,bkr,Jl. BKR,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
55,2026-07-19 14:49:09,-6.9376192,107.6061957,Begal,"Ngaku Debt Collector, 3 Pria Rampas Motor di Jalan BKR Bandung, Ditangkap Kurang dari 2 JamRegional15 Juli 2026Tiga pria diduga rampas motor dan ponsel di Jalan BKR Bandung dengan modus mengaku debt collector. Mereka ditangkap kurang dari dua jam usai kejadian..",news_Kompas,-6.9376192,107.6061957,bkr,Jl. BKR,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
56,2026-07-19 14:49:09,-6.9376192,107.6061957,Begal,"Ngaku Debt Collector, 3 Pria Rampas Motor di Jalan BKR Bandung, Ditangkap Kurang dari 2 Jam.",news_Kompas,-6.9376192,107.6061957,bkr,Jl. BKR,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
57,2026-07-15 22:30:00,-6.9219347,107.5746515,Begal,"Hati-hati guys! Tadi malem ada begal di Jl. Soekarno Hatta deket flyover Kopo. Motor temen gue dirampas, pelaku bawa celurit. Stay safe Bandung! #bandung #begal",social_media_instagram,-6.9346,107.6329,soekarno hatta,Jl. Soekarno Hatta,street_reference,road_reference,osm_nominatim_reference,6582.1,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
58,2026-07-14 01:15:00,-6.9219,107.61,Geng Motor,"Baru aja liat geng motor sweeping di Jl. Asia Afrika jam 1 malem. Serem banget, mereka bawa senjata tajam dan naik sekitar 20 motor. Warga pada takut keluar rumah.",social_media_x,-6.9219,107.61,asia afrika,Jl. Asia Afrika,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
59,2026-07-13 23:45:00,-6.9003834,107.597989,Begal,INFO PENTING! Kakak saya jadi korban begal di Jl. Pasteur depan RS Hasan Sadikin. Motornya diambil paksa sama 3 orang. Udah lapor polisi. Tolong bantu share!,social_media_instagram,-6.8936,107.5945,pasteur,Jl. Pasteur,street_reference,road_reference,osm_nominatim_reference,846.9,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
60,2026-07-12 02:30:00,-6.931,107.712,Geng Motor,Geng motor konvoi lagi di Jl. Cibiru arah Cileunyi. Mereka rusak kaca spion mobil yang parkir di pinggir jalan. Polisi mana?? @ridaborBDG,social_media_x,-6.931,107.712,cibiru,Jl. Cibiru,area_only,area,street_reference,,Cibiru adalah area; laporan harus menyebut ruas jalan atau koordinat manual.,False
61,2026-07-11 23:00:00,-6.885,107.614,Begal,"Waspada! Ada pelaku begal yang nyamar jadi ojol di Jl. Dago. Korbannya mahasiswa, HP dan dompet diambil. Kejadiannya sekitar jam 11 malem.",social_media_instagram,-6.885,107.614,dago,Jl. Dago,street_verified,street,legacy_osm_audit,0.0,Koordinat lama telah cocok dengan ruas jalan pada audit OSM.,True
62,2026-07-10 00:45:00,-6.932533,107.6443319,Geng Motor,Lagi-lagi geng motor bikin onar di Jl. Gatot Subroto Bandung. Warga yang lewat kena lemparan batu. Ini udah yang ke-3 kali bulan ini!,social_media_x,-6.92,107.634,gatot subroto,Jl. Gatot Subroto,street_reference,road_reference,osm_nominatim_reference,1800.8,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
63,2026-07-09 21:30:00,-6.9018548,107.5637941,Begal,Semalam ada percobaan begal di Jl. Amir Machmud Cimahi. Untung korban bisa kabur karena ada warga yang teriak. Hati-hati yang sering lewat situ malem-malem.,social_media_instagram,-6.884,107.542,amir machmud,Jl. Amir Machmud,street_reference,road_reference,osm_nominatim_reference,3119.3,"Koordinat merepresentasikan ruas jalan, bukan titik kejadian presisi.",True
